# Hytale Item IDs — 2026-07-04T23:10:15.528252121Z
# Format: id | maxStack | hasBlock | consumable
# Gesamt: 3690 Items (Vanilla + alle geladenen Plugins)

*Container_Bucket_State_Filled_Milk | maxStack=1 | hasBlock=true | consumable=true
Recipe_Plant_Seeds_Mana3 | maxStack=100 | hasBlock=false | consumable=true
Recipe_Plant_Seeds_Stamina1 | maxStack=100 | hasBlock=false | consumable=true
Recipe_Plant_Seeds_Stamina2 | maxStack=100 | hasBlock=false | consumable=true
Recipe_Plant_Seeds_Stamina3 | maxStack=100 | hasBlock=false | consumable=true
Rock_Aqua | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Aqua_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Basalt_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Bedrock | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Calcite_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Chalk_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Blue_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Blue_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Blue_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Blue_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Cyan_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Cyan_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Cyan_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Cyan_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Green_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Green_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Green_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Green_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Iridescent_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Iridescent_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Iridescent_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Pink_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Pink_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Pink_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Pink_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Purple_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Purple_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Purple_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Purple_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Red_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Red_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Red_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Red_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_White_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_White_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_White_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_White_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Yellow_Block | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Yellow_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Yellow_Medium | maxStack=100 | hasBlock=true | consumable=false
Rock_Crystal_Yellow_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Dawnstone | maxStack=50 | hasBlock=true | consumable=false
Rock_Dawnstone_Cobble | maxStack=50 | hasBlock=true | consumable=false
Rock_Dawnstone_Cobble_Half | maxStack=50 | hasBlock=true | consumable=false
Rock_Dawnstone_Half | maxStack=50 | hasBlock=true | consumable=false
Rock_Gem_Diamond | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Emerald | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Ruby | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Sapphire | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Topaz | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Voidstone | maxStack=25 | hasBlock=true | consumable=false
Rock_Gem_Zephyr | maxStack=25 | hasBlock=true | consumable=false
Rock_Gold_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Gold_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Ice | maxStack=100 | hasBlock=true | consumable=false
Rock_Ice_Icicles | maxStack=100 | hasBlock=true | consumable=false
Rock_Ice_Permafrost | maxStack=100 | hasBlock=true | consumable=false
Rock_Ice_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Brick_Beam | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Brick_Fence | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Brick_Pillar_Base | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Brick_Pillar_Middle | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Half | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Brick_Stairs | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Ornate_Corner | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Ornate_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Ornate_Horizontal | maxStack=100 | hasBlock=true | consumable=false
Rock_Iridescent_Processed_Ornate_Stairs | maxStack=50 | hasBlock=true | consumable=false
Rock_Iridescent_Stairs | maxStack=50 | hasBlock=true | consumable=false
Rock_Ledge_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Ledge_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Lime_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Magma_Cooled_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Decorative | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Ornate | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Smooth | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Smooth_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Roof | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Roof_Flat | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Roof_Hollow | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Roof_Shallow | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Roof_Steep | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Stalactite_Large | maxStack=100 | hasBlock=true | consumable=false
Rock_Marble_Stalactite_Small | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Brick_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Half | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Pillar_Base | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Pillar_Middle | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Stairs | maxStack=100 | hasBlock=true | consumable=false
Rock_Peach_Cobble_Wall | maxStack=100 | hasBlock=true | consumable=false
Rock_Quartzite | maxStack=100 | hasBlock=true | consumable=false
Rock_Quartzite_Beam | maxStack=100 | hasBlock=true | consumable=false
Rock_Quartzite_Brick | maxStack=100 | hasBlock=true | consumable=false
Rock_Quartzite_Brick_Beam | maxStack=100 | hasBlock=true | consumable=false
